timestamp;buyer;seller;symbol;currency;price;quantity
1000;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10164.0;2
1000;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10205.0;2
1000;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9359.0;2
1000;;;TRANSLATOR_SPACE_GRAY;XIRECS;9476.0;2
1000;;;TRANSLATOR_VOID_BLUE;XIRECS;11079.0;2
2500;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10139.0;2
2500;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10210.0;2
2500;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9346.0;2
2500;;;TRANSLATOR_SPACE_GRAY;XIRECS;9449.0;2
2500;;;TRANSLATOR_VOID_BLUE;XIRECS;11074.0;2
3700;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10109.0;4
3700;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10180.0;4
3700;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9392.0;4
3700;;;TRANSLATOR_SPACE_GRAY;XIRECS;9409.0;4
3700;;;TRANSLATOR_VOID_BLUE;XIRECS;11069.0;4
6700;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10069.0;2
6700;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10243.0;2
6700;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9412.0;2
6700;;;TRANSLATOR_SPACE_GRAY;XIRECS;9394.0;2
6700;;;TRANSLATOR_VOID_BLUE;XIRECS;11061.0;2
22000;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9849.0;2
22000;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10198.0;2
22000;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9512.0;2
22000;;;TRANSLATOR_SPACE_GRAY;XIRECS;9446.0;2
22000;;;TRANSLATOR_VOID_BLUE;XIRECS;11136.0;2
22600;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9825.0;1
22600;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10197.0;1
22600;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9511.0;1
22600;;;TRANSLATOR_SPACE_GRAY;XIRECS;9454.0;1
22600;;;TRANSLATOR_VOID_BLUE;XIRECS;11159.0;1
24300;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9833.0;4
24300;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10304.0;4
24300;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9534.0;4
24300;;;TRANSLATOR_SPACE_GRAY;XIRECS;9396.0;4
24300;;;TRANSLATOR_VOID_BLUE;XIRECS;11139.0;4
25600;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9858.0;4
25600;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10274.0;4
25600;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9526.0;4
25600;;;TRANSLATOR_SPACE_GRAY;XIRECS;9333.0;4
