timestamp;buyer;seller;symbol;currency;price;quantity
1700;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9947.0;4
1700;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9991.0;4
1700;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;10003.0;4
1700;;;TRANSLATOR_SPACE_GRAY;XIRECS;10011.0;4
1700;;;TRANSLATOR_VOID_BLUE;XIRECS;9990.0;4
14500;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9982.0;1
14500;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10022.0;1
14500;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9906.0;1
14500;;;TRANSLATOR_SPACE_GRAY;XIRECS;9883.0;1
14500;;;TRANSLATOR_VOID_BLUE;XIRECS;10063.0;1
15100;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10022.0;2
15100;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;10007.0;2
15100;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9901.0;2
15100;;;TRANSLATOR_SPACE_GRAY;XIRECS;9886.0;2
15100;;;TRANSLATOR_VOID_BLUE;XIRECS;10079.0;2
26500;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10055.0;4
26500;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9924.0;4
26500;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9832.0;4
26500;;;TRANSLATOR_SPACE_GRAY;XIRECS;10065.0;4
26500;;;TRANSLATOR_VOID_BLUE;XIRECS;9992.0;4
36400;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10038.0;4
36400;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9743.0;4
36400;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9867.0;4
36400;;;TRANSLATOR_SPACE_GRAY;XIRECS;9987.0;4
36400;;;TRANSLATOR_VOID_BLUE;XIRECS;10027.0;4
38400;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10067.0;4
38400;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9707.0;4
38400;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9863.0;4
38400;;;TRANSLATOR_SPACE_GRAY;XIRECS;9982.0;4
38400;;;TRANSLATOR_VOID_BLUE;XIRECS;9997.0;4
38600;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10056.0;4
38600;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9698.0;4
38600;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9880.0;4
38600;;;TRANSLATOR_SPACE_GRAY;XIRECS;10010.0;4
38600;;;TRANSLATOR_VOID_BLUE;XIRECS;10011.0;4
52600;;;TRANSLATOR_ASTRO_BLACK;XIRECS;10040.0;2
52600;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9564.0;2
52600;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9865.0;2
52600;;;TRANSLATOR_SPACE_GRAY;XIRECS;10254.0;2
52600;;;TRANSLATOR_VOID_BLUE;XIRECS;10035.0;2
63900;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9941.0;2
63900;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9618.0;2
63900;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9873.0;2
63900;;;TRANSLATOR_SPACE_GRAY;XIRECS;10225.0;2
63900;;;TRANSLATOR_VOID_BLUE;XIRECS;10000.0;2
69500;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9939.0;2
69500;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9640.0;2
69500;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9928.0;2
69500;;;TRANSLATOR_SPACE_GRAY;XIRECS;10225.0;2
69500;;;TRANSLATOR_VOID_BLUE;XIRECS;10013.0;2
71200;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9902.0;1
71200;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9626.0;1
71200;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9940.0;1
71200;;;TRANSLATOR_SPACE_GRAY;XIRECS;10216.0;1
71200;;;TRANSLATOR_VOID_BLUE;XIRECS;9977.0;1
71900;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9931.0;4
71900;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9619.0;4
71900;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;9935.0;4
71900;;;TRANSLATOR_SPACE_GRAY;XIRECS;10273.0;4
71900;;;TRANSLATOR_VOID_BLUE;XIRECS;10023.0;4
74900;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9982.0;1
74900;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9551.0;1
