timestamp;buyer;seller;symbol;currency;price;quantity
900;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9173.0;1
900;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9644.0;1
900;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11044.0;1
900;;;TRANSLATOR_SPACE_GRAY;XIRECS;10100.0;1
900;;;TRANSLATOR_VOID_BLUE;XIRECS;10773.0;1
7100;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9239.0;4
7100;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9678.0;4
7100;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11064.0;4
7100;;;TRANSLATOR_SPACE_GRAY;XIRECS;10153.0;4
7100;;;TRANSLATOR_VOID_BLUE;XIRECS;10703.0;4
7300;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9266.0;3
7300;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9684.0;3
7300;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11080.0;3
7300;;;TRANSLATOR_SPACE_GRAY;XIRECS;10148.0;3
7300;;;TRANSLATOR_VOID_BLUE;XIRECS;10685.0;3
8600;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9307.0;1
8600;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9713.0;1
8600;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11080.0;1
8600;;;TRANSLATOR_SPACE_GRAY;XIRECS;10217.0;1
8600;;;TRANSLATOR_VOID_BLUE;XIRECS;10745.0;1
13000;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9249.0;4
13000;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9644.0;4
13000;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11061.0;4
13000;;;TRANSLATOR_SPACE_GRAY;XIRECS;10196.0;4
13000;;;TRANSLATOR_VOID_BLUE;XIRECS;10800.0;4
13900;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9229.0;1
13900;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9653.0;1
13900;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11117.0;1
13900;;;TRANSLATOR_SPACE_GRAY;XIRECS;10178.0;1
13900;;;TRANSLATOR_VOID_BLUE;XIRECS;10813.0;1
23400;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9115.0;1
23400;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9712.0;1
23400;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11127.0;1
23400;;;TRANSLATOR_SPACE_GRAY;XIRECS;10195.0;1
23400;;;TRANSLATOR_VOID_BLUE;XIRECS;10796.0;1
23700;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9110.0;1
23700;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9696.0;1
23700;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11145.0;1
23700;;;TRANSLATOR_SPACE_GRAY;XIRECS;10196.0;1
23700;;;TRANSLATOR_VOID_BLUE;XIRECS;10787.0;1
30400;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9167.0;1
30400;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9549.0;1
30400;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11186.0;1
30400;;;TRANSLATOR_SPACE_GRAY;XIRECS;10175.0;1
30400;;;TRANSLATOR_VOID_BLUE;XIRECS;10819.0;1
32400;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9197.0;4
32400;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9526.0;4
32400;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11131.0;4
32400;;;TRANSLATOR_SPACE_GRAY;XIRECS;10162.0;4
32400;;;TRANSLATOR_VOID_BLUE;XIRECS;10849.0;4
36400;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9270.0;3
36400;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9517.0;3
36400;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11153.0;3
36400;;;TRANSLATOR_SPACE_GRAY;XIRECS;10222.0;3
36400;;;TRANSLATOR_VOID_BLUE;XIRECS;10793.0;3
40600;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9308.0;4
40600;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9563.0;4
40600;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11253.0;4
40600;;;TRANSLATOR_SPACE_GRAY;XIRECS;10175.0;4
40600;;;TRANSLATOR_VOID_BLUE;XIRECS;10718.0;4
42200;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9380.0;4
42200;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9574.0;4
42200;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11346.0;4
42200;;;TRANSLATOR_SPACE_GRAY;XIRECS;10183.0;4
42200;;;TRANSLATOR_VOID_BLUE;XIRECS;10741.0;4
42300;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9347.0;1
42300;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9556.0;1
42300;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11330.0;1
42300;;;TRANSLATOR_SPACE_GRAY;XIRECS;10170.0;1
42300;;;TRANSLATOR_VOID_BLUE;XIRECS;10728.0;1
42900;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9350.0;3
42900;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9544.0;3
42900;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11327.0;3
42900;;;TRANSLATOR_SPACE_GRAY;XIRECS;10181.0;3
42900;;;TRANSLATOR_VOID_BLUE;XIRECS;10694.0;3
53500;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9376.0;2
53500;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9642.0;2
53500;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11469.0;2
53500;;;TRANSLATOR_SPACE_GRAY;XIRECS;10017.0;2
53500;;;TRANSLATOR_VOID_BLUE;XIRECS;10718.0;2
57800;;;TRANSLATOR_ASTRO_BLACK;XIRECS;9366.0;1
57800;;;TRANSLATOR_ECLIPSE_CHARCOAL;XIRECS;9749.0;1
57800;;;TRANSLATOR_GRAPHITE_MIST;XIRECS;11395.0;1
